district,year,flooded,annual_total_mm,annual_max_daily,monsoon_total_mm,monsoon_avg_daily,monsoon_max_daily,monsoon_rainy_days,premonsoon_total_mm,province,lat,lon,elevation_m,terrain_type,river_proximity,flood_risk_geo,terrain_code,geo_risk_code,province_code,flood_intensity_score,flood_intensity_category,flood_intensity_code,risk_score
Kotli,2010,0,968.27,54.66,595.14,4.8782,53.67,34,113.52,AJK,33.5136,73.9017,614,hills,1,medium,3,2,5.0,83.455,moderate,3,0.049869124
Neelum,2010,1,919.02,57.06,449.26,3.6825,43.48,26,159.03,AJK,34.55,73.9,1400,mountains,1,medium,4,2,5.0,45.1698,low,2,0.9115813
Haveli,2010,0,928.18,58.17,486.83,3.9904,58.17,27,145.78,AJK,33.77,73.66,1200,mountains,0,low,4,1,5.0,12.9543,very_low,1,0.0033000878
Sudhnoti,2010,0,968.27,54.66,595.14,4.8782,53.67,34,113.52,AJK,33.55,73.67,960,hills,0,low,3,1,5.0,16.6905,low,2,0.0021789155
Hattian Bala,2010,1,919.02,57.06,449.26,3.6825,43.48,26,159.03,AJK,34.37,73.83,1050,mountains,1,medium,4,2,5.0,52.1514,moderate,3,0.86136544
Jhelum Valley,2010,0,919.02,57.06,449.26,3.6825,43.48,26,159.03,AJK,34.67,73.67,1600,mountains,1,medium,4,2,5.0,42.2544,low,2,0.5433067
Islamabad,2010,0,937.93,86.32,595.83,4.8839,86.32,33,78.44,ICT,33.7294,73.0931,540,hills,0,low,3,1,0.0,24.9206,low,2,0.004301773
Lahore,2011,0,585.38,29.66,514.2,4.2148,29.66,34,35.15,Punjab,31.5204,74.3587,217,plains,1,medium,1,2,1.0,113.4697,high,4,0.07558737
Multan,2011,0,146.82,24.88,120.96,0.9915,24.88,5,11.58,Punjab,30.1575,71.5249,122,plains,1,high,1,3,1.0,70.2415,moderate,3,0.556045
Faisalabad,2011,0,562.11,50.15,499.82,4.0969,50.15,29,36.63,Punjab,31.4504,73.135,186,plains,0,medium,1,2,1.0,64.8919,moderate,3,0.0031168258
Rawalpindi,2011,0,823.2,51.32,571.33,4.683,51.32,32,83.11,Punjab,33.5651,73.0169,508,hills,0,low,3,1,1.0,21.8713,low,2,0.0012289692
Gujranwala,2011,0,671.83,31.56,582.16,4.7718,31.56,34,41.57,Punjab,32.1877,74.1945,228,plains,1,medium,1,2,1.0,122.4936,high,4,0.0595856
Sialkot,2011,0,726.61,36.63,591.62,4.8493,36.63,33,56.46,Punjab,32.4945,74.5229,256,plains,1,medium,1,2,1.0,119.2004,high,4,0.02185564
Bahawalpur,2011,1,158.54,33.97,132.34,1.0848,33.97,4,10.98,Punjab,29.3956,71.6836,117,plains,1,high,1,3,1.0,84.6988,moderate,3,0.939482
Rahim Yar Khan,2011,1,195.62,56.92,180.16,1.4767,56.92,7,3.03,Punjab,28.4212,70.2989,82,plains,1,high,1,3,1.0,153.079,high,4,0.98916876
DG Khan,2011,0,126.17,15.33,106.8,0.8754,15.33,8,7.05,Punjab,30.0368,70.634,138,plains,1,high,1,3,1.0,54.3214,moderate,3,0.36145145
Muzaffargarh,2011,0,146.82,24.88,120.96,0.9915,24.88,5,11.58,Punjab,30.0736,71.193,118,plains,1,high,1,3,1.0,71.4123,moderate,3,0.8584177
Gujrat,2011,0,726.61,36.63,591.62,4.8493,36.63,33,56.46,Punjab,32.5742,74.0796,246,plains,1,medium,1,2,1.0,121.5894,high,4,0.023507498
Sheikhupura,2011,0,525.08,25.53,461.1,3.7795,25.53,32,34.9,Punjab,31.7167,73.985,213,plains,1,medium,1,2,1.0,102.7348,high,4,0.07767551
Sargodha,2011,0,661.54,72.93,590.14,4.8372,72.93,29,37.45,Punjab,32.0836,72.6711,187,plains,1,medium,1,2,1.0,158.5389,high,4,0.0060274573
Jhang,2011,0,544.99,55.97,486.89,3.9909,55.97,30,33.24,Punjab,31.2681,72.3181,164,plains,1,high,1,3,1.0,209.7622,high,4,0.1614795
Kasur,2011,0,517.89,23.56,448.62,3.6772,23.56,31,38.41,Punjab,31.1167,74.45,210,plains,1,medium,1,2,1.0,99.9025,moderate,3,0.0037577392
Okara,2011,0,435.02,21.37,372.86,3.0562,21.37,31,38.44,Punjab,30.81,73.4597,174,plains,0,medium,1,2,1.0,47.3145,low,2,0.00253501
Sahiwal,2011,0,319.59,15.16,261.95,2.1471,15.16,18,40.22,Punjab,30.6682,73.1166,170,plains,0,medium,1,2,1.0,32.8049,low,2,0.0013105245
Pakpattan,2011,0,319.59,15.16,261.95,2.1471,15.16,18,40.22,Punjab,30.3436,73.3868,154,plains,1,high,1,3,1.0,103.3695,high,4,0.004082529
Bahawalnagar,2011,0,270.3,16.17,213.22,1.7477,16.17,16,40.85,Punjab,29.9947,73.2536,140,plains,1,high,1,3,1.0,93.111,moderate,3,0.02843542
Vehari,2011,0,197.99,24.31,158.15,1.2963,24.31,9,24.52,Punjab,30.0444,72.3508,134,plains,1,high,1,3,1.0,81.0796,moderate,3,0.18267033
Lodhran,2011,1,158.54,33.97,132.34,1.0848,33.97,4,10.98,Punjab,29.5372,71.632,111,plains,1,high,1,3,1.0,86.9379,moderate,3,0.937196
Khanewal,2011,0,183.38,20.95,149.97,1.2293,20.95,9,17.26,Punjab,30.3014,71.932,122,plains,1,high,1,3,1.0,78.6519,moderate,3,0.26701507
Chiniot,2011,0,562.11,50.15,499.82,4.0969,50.15,29,36.63,Punjab,31.72,72.9781,178,plains,1,high,1,3,1.0,198.9786,high,4,0.0077588395
Hafizabad,2011,0,629.81,30.88,549.8,4.5066,30.88,34,39.16,Punjab,32.0714,73.6881,212,plains,1,medium,1,2,1.0,121.3168,high,4,0.011829814
Narowal,2011,0,757.97,46.08,658.0,5.3934,46.08,36,44.77,Punjab,32.1,74.8728,240,plains,1,medium,1,2,1.0,139.3852,high,4,0.020105956
Nankana Sahib,2011,0,525.08,25.53,461.1,3.7795,25.53,32,34.9,Punjab,31.45,73.71,210,plains,1,medium,1,2,1.0,103.4625,high,4,0.0035973727
Mandi Bahauddin,2011,0,698.51,33.65,582.15,4.7717,33.65,33,49.1,Punjab,32.5853,73.4912,230,plains,1,medium,1,2,1.0,122.6659,high,4,0.0039706663
Attock,2011,0,604.22,25.26,329.01,2.6968,22.97,26,65.62,Punjab,33.7667,72.3601,305,hills,1,medium,3,2,1.0,65.6099,moderate,3,0.006296704
Chakwal,2011,0,750.17,37.34,583.66,4.7841,37.34,32,60.76,Punjab,32.9319,72.8561,498,hills,0,low,3,1,1.0,21.1688,low,2,0.0010059304
Jhelum,2011,0,731.86,41.08,550.06,4.5087,41.08,32,65.35,Punjab,32.9263,73.7267,287,hills,1,medium,3,2,1.0,108.4692,high,4,0.0024865936
Khushab,2011,0,677.33,63.1,579.34,4.7487,63.1,35,43.0,Punjab,32.2958,72.3514,210,plains,1,medium,1,2,1.0,144.929,high,4,0.0019194796
Bhakkar,2011,0,301.07,24.4,259.86,2.13,24.4,14,16.97,Punjab,31.6267,71.0647,145,plains,1,high,1,3,1.0,112.0823,high,4,0.1155351
Layyah,2011,0,221.53,16.48,187.92,1.5403,16.48,11,14.84,Punjab,30.9597,70.9436,134,plains,1,high,1,3,1.0,83.7659,moderate,3,0.26406723
Toba Tek Singh,2011,0,373.93,27.85,324.43,2.6593,27.85,25,29.93,Punjab,30.97,72.48,168,plains,0,medium,1,2,1.0,44.2858,low,2,0.0023389726
Dera Ghazi Khan,2011,0,126.17,15.33,106.8,0.8754,15.33,8,7.05,Punjab,30.05,70.64,138,plains,1,high,1,3,1.0,54.3214,moderate,3,0.3572944
Karachi Central,2011,1,251.97,49.66,239.98,1.967,49.66,13,1.72,Sindh,24.9056,67.0822,8,coastal,0,high,2,3,2.0,262.808,very_high,5,0.83117294
Karachi East,2011,0,251.97,49.66,239.98,1.967,49.66,13,1.72,Sindh,24.94,67.13,10,coastal,0,high,2,3,2.0,237.7188,high,4,0.121706106
Karachi West,2011,1,251.97,49.66,239.98,1.967,49.66,13,1.72,Sindh,24.88,66.99,8,coastal,0,high,2,3,2.0,262.808,very_high,5,0.83388263
Karachi South,2011,0,251.97,49.66,239.98,1.967,49.66,13,1.72,Sindh,24.84,67.01,5,coastal,0,high,2,3,2.0,321.8728,very_high,5,0.11864439
Malir,2011,1,300.05,55.42,293.81,2.4083,55.42,16,0.17,Sindh,25.07,67.2,15,coastal,0,high,2,3,2.0,233.3445,high,4,0.88078964
Hyderabad,2011,1,394.89,66.4,392.6,3.218,66.4,13,0.29,Sindh,25.396,68.3578,38,plains,1,high,1,3,2.0,372.6438,very_high,5,0.98542494
Sukkur,2011,1,145.23,30.73,131.49,1.0778,30.73,7,1.15,Sindh,27.7052,68.8574,65,plains,1,high,1,3,2.0,111.4131,high,4,0.9925419
Larkana,2011,1,190.76,26.58,164.73,1.3502,26.58,10,4.51,Sindh,27.559,68.21,56,plains,1,high,1,3,2.0,132.7166,high,4,0.9849466
Thatta,2011,1,454.41,83.78,451.45,3.7004,83.78,19,0.0,Sindh,24.7461,67.9236,12,coastal,1,high,2,3,2.0,777.0185,extreme,6,0.9797937
Dadu,2011,1,356.0,55.06,328.5,2.6926,55.06,13,6.89,Sindh,26.73,67.78,50,plains,1,high,1,3,2.0,274.4997,very_high,5,0.9843762
Jacobabad,2011,1,150.12,32.8,131.66,1.0792,32.8,5,4.94,Sindh,28.2769,68.4376,55,plains,1,high,1,3,2.0,121.9481,high,4,0.9813064
Kashmore,2011,1,157.47,32.54,139.33,1.142,32.54,6,4.81,Sindh,28.4419,69.5714,60,plains,1,high,1,3,2.0,121.1316,high,4,0.99417275
Kamber,2011,1,190.76,26.58,164.73,1.3502,26.58,10,4.51,Sindh,27.5867,68.0019,48,plains,1,high,1,3,2.0,143.1411,high,4,0.9764832
Shikarpur,2011,1,131.13,33.8,115.86,0.9497,33.8,6,2.04,Sindh,27.9558,68.6381,58,plains,1,high,1,3,2.0,114.1361,high,4,0.8258234
Mirpur Khas,2011,1,410.21,70.93,408.91,3.3517,70.93,13,0.22,Sindh,25.527,69.0144,28,plains,1,high,1,3,2.0,453.1404,very_high,5,0.9878919
Sanghar,2011,1,428.34,89.61,425.17,3.485,89.61,14,0.57,Sindh,26.0469,68.9469,42,plains,1,high,1,3,2.0,416.6157,very_high,5,0.99012417
Nawabshah,2011,1,429.8,90.6,425.17,3.485,90.6,14,0.73,Sindh,26.2439,68.41,37,plains,1,high,1,3,2.0,445.1051,very_high,5,0.99517834
Naushahro Feroze,2011,1,280.38,39.56,260.57,2.1358,39.56,12,2.48,Sindh,26.8381,68.1142,44,plains,1,high,1,3,2.0,226.7033,high,4,0.9336986
Khairpur,2011,1,145.23,30.73,131.49,1.0778,30.73,7,1.15,Sindh,27.529,68.7592,52,plains,1,high,1,3,2.0,124.3283,high,4,0.98903394
Ghotki,2011,1,140.01,33.6,124.71,1.0222,33.6,6,2.24,Sindh,28.005,69.3214,62,plains,1,high,1,3,2.0,114.1649,high,4,0.9787846
Badin,2011,1,510.57,99.77,508.5,4.168,99.77,19,0.0,Sindh,24.6558,68.8369,10,coastal,1,high,2,3,2.0,964.4865,extreme,6,0.9288983
Tharparkar,2011,0,566.8,109.36,564.75,4.6291,109.36,21,0.01,Sindh,24.71,70.23,85,plains,0,medium,1,2,2.0,127.0421,high,4,0.13796262
Umerkot,2011,0,394.45,70.64,392.1,3.2139,70.64,18,0.13,Sindh,25.36,69.74,52,plains,0,medium,1,2,2.0,110.861,high,4,0.10178315
Matiari,2011,1,410.21,70.93,408.91,3.3517,70.93,13,0.22,Sindh,25.59,68.46,30,plains,1,high,1,3,2.0,438.2793,very_high,5,0.9881733
Jamshoro,2011,1,394.89,66.4,392.6,3.218,66.4,13,0.29,Sindh,25.43,68.28,32,plains,1,high,1,3,2.0,405.1066,very_high,5,0.9857576
Sujawal,2011,1,454.41,83.78,451.45,3.7004,83.78,19,0.0,Sindh,24.59,68.32,8,coastal,1,high,2,3,2.0,933.86,extreme,6,0.94478893
Tando Allahyar,2011,1,410.21,70.93,408.91,3.3517,70.93,13,0.22,Sindh,25.47,68.72,30,plains,1,high,1,3,2.0,438.2793,very_high,5,0.9655353
Tando Muhammad Khan,2011,1,435.21,74.29,433.77,3.5555,74.29,16,0.04,Sindh,25.12,68.53,20,plains,1,high,1,3,2.0,566.7232,extreme,6,0.9537266
Qambar Shahdadkot,2011,1,190.76,26.58,164.73,1.3502,26.58,10,4.51,Sindh,27.55,67.99,46,plains,1,high,1,3,2.0,146.155,high,4,0.96931994
Peshawar,2011,0,605.48,24.61,280.79,2.3016,16.09,20,87.07,KPK,34.0151,71.5249,331,plains,1,medium,1,2,3.0,54.3759,moderate,3,0.021272276
Swat,2011,0,673.14,26.55,268.05,2.1971,25.07,16,83.55,KPK,35.2227,72.4258,980,mountains,1,medium,4,2,3.0,30.3861,low,2,0.23928191
Nowshera,2011,0,561.88,26.98,255.73,2.0961,18.27,17,76.03,KPK,34.0153,71.9747,288,plains,1,medium,1,2,3.0,54.7995,moderate,3,0.20380767
Charsadda,2011,0,561.88,26.98,255.73,2.0961,18.27,17,76.03,KPK,34.1481,71.7408,276,plains,1,medium,1,2,3.0,55.9739,moderate,3,0.18324058
Dir Upper,2011,0,510.78,28.14,132.31,1.0845,18.23,8,79.33,KPK,35.5742,72.015,1370,mountains,1,medium,4,2,3.0,15.9522,low,2,0.24381998
Dir Lower,2011,0,632.94,30.19,219.98,1.8031,28.14,10,87.23,KPK,34.87,71.89,900,mountains,1,medium,4,2,3.0,27.6337,low,2,0.3387095
Chitral,2011,0,353.52,21.39,57.13,0.4683,9.83,2,62.33,KPK,35.8514,71.7864,1500,mountains,1,medium,4,2,3.0,8.2656,very_low,1,0.22036768
Kohistan,2011,0,691.2,26.12,337.92,2.7698,25.5,18,73.42,KPK,35.0,73.0,1200,mountains,1,medium,4,2,3.0,32.5481,low,2,0.05514434
Tank,2011,0,294.78,26.18,228.89,1.8761,26.18,11,21.34,KPK,32.2194,70.3753,262,plains,1,medium,1,2,3.0,50.8579,moderate,3,0.15691084
Dera Ismail Khan,2011,0,294.78,26.18,228.89,1.8761,26.18,11,21.34,KPK,31.8303,70.9017,173,plains,1,medium,1,2,3.0,62.5261,moderate,3,0.14597367
Mardan,2011,0,561.88,26.98,255.73,2.0961,18.27,17,76.03,KPK,34.1986,72.0404,283,plains,1,medium,1,2,3.0,55.2798,moderate,3,0.14519888
Abbottabad,2011,0,886.3,38.44,555.94,4.5569,33.77,35,91.87,KPK,34.1558,73.2194,1256,mountains,0,low,4,1,3.0,13.0575,very_low,1,0.0009402143
Haripur,2011,0,886.3,38.44,555.94,4.5569,33.77,35,91.87,KPK,33.9942,72.9394,580,hills,1,medium,3,2,3.0,76.8246,moderate,3,0.0035648928
Mansehra,2011,0,850.1,39.93,482.03,3.9511,39.93,34,81.39,KPK,34.3325,73.1975,980,mountains,1,medium,4,2,3.0,53.6482,moderate,3,0.09985223
Battagram,2011,0,850.1,39.93,482.03,3.9511,39.93,34,81.39,KPK,34.68,73.02,830,mountains,1,medium,4,2,3.0,58.2894,moderate,3,0.16255985
Shangla,2011,0,673.14,26.55,268.05,2.1971,25.07,16,83.55,KPK,35.0,72.6,1100,mountains,1,medium,4,2,3.0,28.6824,low,2,0.11981116
Buner,2011,0,681.05,28.48,326.11,2.673,28.48,23,75.6,KPK,34.51,72.5,750,mountains,1,medium,4,2,3.0,41.9095,low,2,0.010517994
Malakand,2011,0,626.17,29.59,255.93,2.0978,21.32,18,82.04,KPK,34.5658,71.9303,850,mountains,1,medium,4,2,3.0,32.8725,low,2,0.11534858
Hangu,2011,0,586.63,19.0,322.04,2.6397,16.75,25,80.73,KPK,33.5286,71.0594,710,hills,0,low,3,1,3.0,10.0779,very_low,1,0.0011681402
Karak,2011,0,555.16,20.38,373.87,3.0645,20.38,26,62.16,KPK,33.1172,71.0942,590,hills,0,low,3,1,3.0,12.5083,very_low,1,0.00086104416
Kohat,2011,0,586.63,19.0,322.04,2.6397,16.75,25,80.73,KPK,33.5869,71.4414,518,hills,1,medium,3,2,3.0,47.1827,low,2,0.0027360194
Lakki Marwat,2011,0,436.16,30.34,289.29,2.3712,30.34,17,53.84,KPK,32.6072,70.9125,218,plains,1,medium,1,2,3.0,70.2102,moderate,3,0.15569505
Bannu,2011,0,627.58,30.55,343.77,2.8178,30.55,24,107.95,KPK,32.9889,70.6006,370,plains,1,medium,1,2,3.0,62.9991,moderate,3,0.023009537
Kurram,2011,0,961.88,28.66,385.51,3.1599,23.02,22,215.02,KPK,33.8872,70.0989,1800,mountains,1,medium,4,2,3.0,30.3148,low,2,0.0012661875
Orakzai,2011,0,773.04,26.03,359.01,2.9427,26.03,22,150.82,KPK,33.6583,70.9333,1400,mountains,0,low,4,1,3.0,8.0274,very_low,1,0.0016564762
Khyber,2011,0,605.48,24.61,280.79,2.3016,16.09,20,87.07,KPK,34.1,71.1,1070,mountains,0,low,4,1,3.0,7.5687,very_low,1,0.0012825473
Mohmand,2011,0,649.22,28.76,262.86,2.1546,21.01,19,92.7,KPK,34.4,71.2,900,mountains,1,medium,4,2,3.0,32.4801,low,2,0.007716733
Bajaur,2011,0,649.22,28.76,262.86,2.1546,21.01,19,92.7,KPK,34.69,71.5,1100,mountains,1,medium,4,2,3.0,29.3823,low,2,0.008097421
South Waziristan,2011,0,441.69,30.78,245.36,2.0111,30.78,16,73.57,KPK,32.3,69.8,1800,mountains,1,medium,4,2,3.0,21.9402,low,2,0.0017924896
North Waziristan,2011,0,720.07,32.51,353.41,2.8968,32.51,20,147.08,KPK,33.0,70.0,1400,mountains,1,medium,4,2,3.0,32.815,low,2,0.0026440711
Torghar,2011,0,691.2,26.12,337.92,2.7698,25.5,18,73.42,KPK,34.9,72.9,2200,mountains,1,medium,4,2,3.0,24.0429,low,2,0.03045318
Kolai Pallas,2011,0,691.2,26.12,337.92,2.7698,25.5,18,73.42,KPK,35.2,73.1,1800,mountains,1,medium,4,2,3.0,26.5791,low,2,0.038122818
Swabi,2011,0,604.22,25.26,329.01,2.6968,22.97,26,65.62,KPK,34.12,72.47,360,plains,1,medium,1,2,3.0,60.4055,moderate,3,0.16239338
Tor Ghar,2011,0,691.2,26.12,337.92,2.7698,25.5,18,73.42,KPK,34.85,72.85,2100,mountains,1,medium,4,2,3.0,24.6084,low,2,0.00091283163
Khyber Tribal,2011,0,605.48,24.61,280.79,2.3016,16.09,20,87.07,KPK,34.2,71.0,950,mountains,0,low,4,1,3.0,8.032,very_low,1,0.0012803156
Quetta,2011,0,259.12,19.76,73.61,0.6034,16.9,5,43.94,Balochistan,30.1798,66.975,1680,mountains,0,low,4,1,4.0,2.224,very_low,1,0.0068435795
Naseerabad,2011,1,183.47,22.71,120.51,0.9878,22.71,8,32.26,Balochistan,28.8775,68.3497,55,plains,1,medium,1,2,4.0,69.3415,moderate,3,0.97634125
Jaffarabad,2011,1,163.23,33.71,122.64,1.0052,33.71,6,15.79,Balochistan,28.5236,68.1636,58,plains,1,medium,1,2,4.0,78.1154,moderate,3,0.98801976
Lasbela,2011,0,279.07,50.93,248.67,2.0383,50.93,14,9.94,Balochistan,26.2197,66.6997,36,coastal,0,high,2,3,4.0,134.1802,high,4,0.81171244
Kalat,2011,0,249.07,26.89,118.59,0.972,26.89,6,34.52,Balochistan,29.0239,66.5903,1920,mountains,0,low,4,1,4.0,3.0558,very_low,1,0.026869955
Khuzdar,2011,0,283.24,20.84,159.17,1.3047,20.84,12,43.62,Balochistan,27.8125,66.6167,1260,mountains,0,low,4,1,4.0,4.37,very_low,1,0.03593226
Turbat,2011,0,57.52,12.72,9.6,0.0787,5.14,1,14.78,Balochistan,26.0025,63.0406,152,plains,1,medium,1,2,4.0,10.5746,very_low,1,0.009214898
Gwadar,2011,0,28.2,5.12,4.42,0.0362,0.92,0,3.63,Balochistan,25.1264,62.3256,10,coastal,0,high,2,3,4.0,11.6613,very_low,1,0.0146780545
Panjgur,2011,0,112.97,27.74,25.32,0.2075,13.39,1,32.84,Balochistan,26.9667,64.0833,969,mountains,1,low,4,1,4.0,4.6346,very_low,1,0.02141743
Chagai,2011,0,61.21,9.43,3.32,0.0272,0.77,0,7.32,Balochistan,29.1,64.52,900,mountains,0,low,4,1,4.0,0.6947,very_low,1,0.0012078206
Nushki,2011,0,246.39,25.28,90.22,0.7395,25.28,6,32.03,Balochistan,29.5519,66.0206,1340,mountains,0,low,4,1,4.0,3.1047,very_low,1,0.0015230828
Kharan,2011,0,212.96,24.77,97.2,0.7967,24.77,6,31.86,Balochistan,28.5833,65.4167,900,mountains,0,low,4,1,4.0,3.8932,very_low,1,0.0010346988
Washuk,2011,0,112.68,24.48,22.42,0.1838,10.7,1,30.68,Balochistan,27.5667,64.4667,700,mountains,0,low,4,1,4.0,2.4139,very_low,1,0.0016843429
Awaran,2011,0,132.43,21.65,55.61,0.4558,11.71,1,31.76,Balochistan,26.3597,65.2436,420,mountains,1,medium,4,2,4.0,15.2383,low,2,0.013972558
Kech,2011,0,57.52,12.72,9.6,0.0787,5.14,1,14.78,Balochistan,26.05,63.05,140,plains,1,medium,1,2,4.0,11.0153,very_low,1,0.009418581
Dera Bugti,2011,1,174.5,24.55,134.58,1.1031,24.55,7,20.59,Balochistan,29.0369,69.1583,180,plains,1,medium,1,2,4.0,41.7279,low,2,0.84323007
Kohlu,2011,0,149.83,16.7,89.84,0.7364,16.7,5,30.9,Balochistan,29.8942,69.2542,950,mountains,1,low,4,1,4.0,6.1485,very_low,1,0.0018129945
Sibi,2011,0,198.1,22.57,110.65,0.907,17.47,7,47.26,Balochistan,29.5444,67.8775,133,plains,1,medium,1,2,4.0,42.1671,low,2,0.06330608
Ziarat,2011,0,236.48,19.11,68.42,0.5608,17.01,2,49.6,Balochistan,30.3819,67.7264,2449,mountains,0,low,4,1,4.0,1.6621,very_low,1,0.0018521125
Pishin,2011,0,261.95,24.13,61.27,0.5022,24.13,4,44.92,Balochistan,30.5758,66.9953,1580,mountains,0,low,4,1,4.0,2.2892,very_low,1,0.016057186
Qilla Abdullah,2011,0,261.95,24.13,61.27,0.5022,24.13,4,44.92,Balochistan,30.6803,66.5806,1200,mountains,0,low,4,1,4.0,2.6265,very_low,1,0.0039492557
Qilla Saifullah,2011,0,178.72,17.89,74.7,0.6123,12.95,5,40.5,Balochistan,30.7039,68.3508,1550,mountains,0,low,4,1,4.0,2.237,very_low,1,0.0009401329
Loralai,2011,0,109.97,8.08,68.31,0.5599,8.08,5,16.33,Balochistan,30.3722,68.5917,1390,mountains,0,low,4,1,4.0,1.7333,very_low,1,0.0052407156
Musakhel,2011,0,102.69,12.82,85.35,0.6996,12.82,5,5.61,Balochistan,30.0,69.75,1050,mountains,1,low,4,1,4.0,5.2037,very_low,1,0.005132813
Barkhan,2011,0,149.83,16.7,89.84,0.7364,16.7,5,30.9,Balochistan,29.8958,69.5264,1000,mountains,1,low,4,1,4.0,5.9929,very_low,1,0.006154809
Harnai,2011,0,194.49,22.44,92.41,0.7575,19.79,5,49.39,Balochistan,30.1,67.93,1100,mountains,1,low,4,1,4.0,6.4992,very_low,1,0.0029526523
Sherani,2011,0,106.72,8.91,82.09,0.6729,8.91,4,5.25,Balochistan,31.05,69.95,1650,mountains,0,low,4,1,4.0,1.7984,very_low,1,0.0014955698
Zhob,2011,0,123.12,9.44,70.68,0.5793,9.44,4,9.68,Balochistan,31.3436,69.4486,1405,mountains,1,low,4,1,4.0,3.589,very_low,1,0.001481283
Jhal Magsi,2011,1,219.42,18.74,133.4,1.0934,18.74,8,30.57,Balochistan,28.2808,67.7256,62,plains,1,medium,1,2,4.0,65.2719,moderate,3,0.96973914
Khairpur Tamewali,2011,0,194.16,30.35,158.3,1.2975,30.35,9,20.14,Balochistan,29.5694,72.2403,100,plains,1,medium,1,2,4.0,67.3362,moderate,3,0.0058321725
Mastung,2011,0,259.12,19.76,73.61,0.6034,16.9,5,43.94,Balochistan,29.7942,66.8411,1840,mountains,0,low,4,1,4.0,2.1252,very_low,1,0.006459584
Surab,2011,0,265.79,32.13,134.6,1.1033,32.13,7,37.62,Balochistan,28.49,66.26,1620,mountains,0,low,4,1,4.0,3.8627,very_low,1,0.0014658567
Lehri,2011,0,198.1,22.57,110.65,0.907,17.47,7,47.26,Balochistan,29.43,68.18,80,plains,1,medium,1,2,4.0,54.2356,moderate,3,0.1202608
Gilgit,2011,0,262.24,10.53,98.29,0.8057,5.52,2,40.72,GB,35.9208,74.3089,1500,mountains,1,medium,4,2,6.0,8.5729,very_low,1,0.050532218
Skardu,2011,0,325.63,15.75,115.64,0.9479,6.99,5,55.15,GB,35.2971,75.6333,2438,mountains,1,medium,4,2,6.0,8.7785,very_low,1,0.0064237555
Hunza,2011,0,186.98,7.1,66.11,0.5419,4.23,0,30.49,GB,36.3147,74.6481,2438,mountains,1,medium,4,2,6.0,4.3628,very_low,1,0.060812756
Nagar,2011,0,262.24,10.53,98.29,0.8057,5.52,2,40.72,GB,36.2333,74.45,2900,mountains,1,medium,4,2,6.0,6.1665,very_low,1,0.023358226
Ghanche,2011,0,187.42,11.2,66.25,0.543,6.59,2,41.51,GB,35.49,76.67,2700,mountains,1,medium,4,2,6.0,5.0143,very_low,1,0.005667645
Shigar,2011,0,325.63,15.75,115.64,0.9479,6.99,5,55.15,GB,35.51,75.7,2620,mountains,1,medium,4,2,6.0,8.4682,very_low,1,0.0037933148
Kharmang,2011,0,291.97,14.89,98.05,0.8037,9.2,6,50.58,GB,35.08,76.2,2500,mountains,1,medium,4,2,6.0,7.8072,very_low,1,0.0017006302
Roundu,2011,0,347.35,13.67,148.56,1.2177,11.29,7,45.14,GB,35.5,73.7,1600,mountains,1,medium,4,2,6.0,12.6936,very_low,1,0.025867403
Tangir,2011,0,440.08,17.54,171.32,1.4043,12.47,10,56.51,GB,35.5,73.2,1400,mountains,1,medium,4,2,6.0,16.3369,low,2,0.011110046
Darel,2011,0,440.08,17.54,171.32,1.4043,12.47,10,56.51,GB,35.55,73.4,1500,mountains,1,medium,4,2,6.0,15.7833,low,2,0.013497184
Diamer,2011,0,612.54,22.63,293.47,2.4055,22.51,16,75.05,GB,35.1667,73.6667,1600,mountains,1,medium,4,2,6.0,24.5265,low,2,0.06562202
Astore,2011,0,361.56,17.16,129.31,1.0599,8.07,5,59.99,GB,35.3667,74.9,2590,mountains,1,medium,4,2,6.0,9.3832,very_low,1,0.0418867
Ghizer,2011,0,229.35,8.85,84.11,0.6894,5.9,2,32.73,GB,36.2,73.75,2200,mountains,1,medium,4,2,6.0,6.0677,very_low,1,0.026104497
Gupis Yasin,2011,0,261.03,11.35,76.59,0.6278,7.21,1,39.93,GB,36.17,73.27,2260,mountains,1,medium,4,2,6.0,5.9015,very_low,1,0.021881342
Muzaffarabad,2011,0,830.11,32.42,429.08,3.517,30.66,31,99.33,AJK,34.37,73.47,737,mountains,1,medium,4,2,5.0,54.3011,moderate,3,0.10300623
Mirpur,2011,0,731.86,41.08,550.06,4.5087,41.08,32,65.35,AJK,33.1478,73.7508,411,hills,1,medium,3,2,5.0,90.6889,moderate,3,0.010890256
Bagh,2011,0,826.83,37.98,466.15,3.8209,27.46,31,104.47,AJK,33.9861,73.7808,1070,mountains,1,medium,4,2,5.0,49.1534,low,2,0.039009467
Rawalakot,2011,0,826.83,37.98,466.15,3.8209,27.46,31,104.47,AJK,33.8583,73.7611,1676,mountains,0,low,4,1,5.0,9.8202,very_low,1,0.0009676836
Kotli,2011,0,781.58,39.75,505.72,4.1452,39.75,30,90.24,AJK,33.5136,73.9017,614,hills,1,medium,3,2,5.0,69.0235,moderate,3,0.009874119
Neelum,2011,0,830.11,32.42,429.08,3.517,30.66,31,99.33,AJK,34.55,73.9,1400,mountains,1,medium,4,2,5.0,39.411,low,2,0.0819769
